mz	rt	intensity
304.0758607	2.92779994	3150
305.0226948	1.21449995	2159
305.0336113	2.242483377	2158
305.0543891	3.613116741	2294
305.1872615	11.4368	3014
305.2484465	21.40225029	1446.25061
306.9807077	1.228783369	2471
307.1910085	16.61951637	1269.147583
307.2643186	21.80201721	3980
308.0777191	3.941516638	2150.140625
308.0978909	1.285866618	3009
309.097705	8.838383675	1207.400024
309.1533061	17.73315048	2537
309.174464	18.94663239	10176.18652
309.2049725	20.68840027	1693
309.2801337	22.28751755	3591.155762
310.1141961	5.312066555	8767
310.1143068	1.285866618	15520
310.1778235	18.94663239	1994
311.0774679	6.839683533	1517
311.0775785	6.582749844	1812.967896
311.118884	1.285866618	1493
311.1682658	19.38921738	1266.790039
311.1688594	19.28928375	9256.400391
311.2952803	23.28683281	1631.545898
311.2956581	23.18691635	11281.88281
312.1720612	19.1750164	3754
312.1723746	19.28928375	3260
312.2989349	23.20120049	1977
313.0933002	7.653433323	4258.583984
313.1063322	20.84550095	2782.399902
313.1065845	20.71694946	3724
313.1910552	21.18815041	1751.400024
314.865818	1.114583373	3394
314.8934135	1.128866673	4359
315.0719047	2.213933229	1475
315.0732964	3.556033373	2136.257324
315.0834848	3.613116741	1565
315.1295648	1.271600008	4801
315.1811873	11.55108356	1008
317.0334993	5.097966671	1091.400024
317.0509031	2.513783216	1430
317.0513102	1.485783339	1465
317.0658501	4.141333103	1366.260254
319.0673278	1.657066703	12860
319.1401623	12.46478367	3389.074707
319.1916405	9.98061657	4419
320.0723731	1.642799973	2012.232788
320.1947215	9.966266632	1062
320.9961552	1.21449995	1911
321.1711461	11.65100002	1519.800049
321.2079003	20.55993271	5881.598633
322.2120514	20.55993271	1382.186768
323.153369	20.43148422	1008.284607
323.2198136	21.2166996	26898.26953
323.2202285	21.28806686	2805.399902
323.2211527	21.53081703	1179.376465
324.0723895	1.95691669	8344
324.0727797	3.498833418	4743.156738
324.0728746	3.398933411	12181.22754
324.2228607	21.18815041	1899
325.0755388	1.95691669	1583
325.0765499	3.398933411	1885
325.0928573	6.282949924	1150.599976
325.0934831	7.710616589	8048.152832
325.1293975	11.77946663	1800
325.1846939	19.7033329	18039.92383
