mz	rt	intensity
324.19164	6.0	3520
324.21328	14.2	5906
324.21358	14.1	5684
325.00850	10.0	4099
325.05059	8.4	1210
325.15556	12.8	2002
325.27182	22.9	4061
326.08637	5.4	5086
326.08699	3.0	6515
326.11021	7.6	1470
326.14589	4.5	13757
326.19512	13.3	26453
326.37633	19.9	7997
326.99255	6.3	3093
327.06839	4.8	1770
327.08899	3.0	1434
327.14783	4.5	2587
327.15414	5.0	3336
327.19814	13.3	5670
327.20000	7.8	2240
327.24977	25.9	2659
327.25123	21.2	7442
328.02492	5.7	2096
328.09774	7.5	3950
328.13911	5.9	2357
328.17559	11.4	4375
328.21099	7.6	8080
328.21172	11.0	4098
328.21310	11.8	3073
328.24704	16.2	9260
328.24715	16.4	8212
328.24792	16.1	139805
328.89861	1.1	6102
329.10028	7.5	1273
329.16559	12.6	1910
329.18229	15.1	2633
329.21345	7.6	1551
329.24125	24.6	2819
329.24936	16.2	2985
329.25083	16.1	27939
329.26585	21.6	4387
329.89838	1.1	1532
330.05922	3.6	2119
330.16646	6.5	1696
330.18073	17.2	2776
330.19053	7.9	11647
330.19095	8.3	3579
330.22601	12.8	2384
330.22603	13.0	5153
330.22660	11.9	4963
330.22664	12.5	38960
330.22699	8.0	2788
330.22711	13.7	5603
330.22721	9.6	2969
330.22723	9.7	3018
330.22753	10.7	12539
330.25446	16.1	2537
330.26385	16.9	2451
330.93079	1.1	3027
331.13632	2.7	2822
331.19299	7.9	3873
331.22921	12.5	6935
331.23041	10.7	2262
331.28192	22.0	5072
331.28284	22.2	34235
331.28346	22.2	5955
332.09622	1.3	1664
332.13316	5.2	2066
332.18197	13.1	2327
332.20600	8.9	5861
332.20629	9.1	4780
332.24173	12.2	4977
332.24177	11.0	3076
332.24183	14.0	3435
332.28536	22.2	7733
332.32876	19.7	3063
332.32984	19.6	9680
333.33412	19.6	2492
334.18520	4.6	1434
334.18586	5.0	4101
334.19772	12.6	1989
335.09988	8.3	8305
335.10031	9.2	3345
335.10997	6.9	3010
335.15932	8.0	5737
336.06987	4.1	8968
336.07014	4.4	1317
336.10225	8.3	2057
336.14422	9.4	4581
336.21553	14.1	10769
337.06351	2.2	16796
337.09900	8.3	1492
337.14556	9.4	1477
337.17524	8.0	15552
337.22046	14.1	2242
337.94966	2.3	1719
338.08636	7.4	2178
338.14468	6.4	1921
338.17174	12.8	4367
338.17791	8.0	4589
338.20616	7.0	5023
338.23102	15.0	5851
338.23157	15.1	6755
338.33986	25.0	12081
338.34030	24.9	111842
338.79842	1.1	1221
338.81309	1.2	1097
338.88273	1.1	1227
339.01320	7.8	1530
339.06892	5.6	2797
339.19133	8.5	2636
339.21294	19.5	4050
339.34199	25.1	3659
339.34360	24.9	30431
339.34438	25.0	5874
340.10195	8.1	2542
340.10202	5.7	1656
340.10464	5.4	2176
340.17492	7.3	4249
340.18744	14.1	10945
340.18753	14.2	10565
340.34645	24.9	3656
340.35517	24.3	5627
341.02676	3.9	10371
341.02992	7.0	14681
341.16974	7.5	5447
341.20693	21.2	4524
341.30293	23.4	8213
342.02934	3.9	1740
342.03151	7.0	2270
342.08467	7.6	12132
342.16714	10.1	2996
342.17214	14.7	6578
342.22718	10.1	18600
342.22729	10.3	4619
342.26262	17.3	9559
342.26281	17.2	3332
343.04205	4.8	28654
343.04655	10.1	2659
343.08775	7.6	3365
343.11188	5.4	1490
343.12376	1.3	1664
343.22306	10.6	3471
343.23114	10.1	3888
343.28035	21.4	2610
343.28236	22.9	7942
343.29411	18.6	5376
344.04485	4.8	3227
344.08210	7.6	1595
344.13315	10.0	3651
344.20569	10.0	6247
344.20656	9.9	5377
344.22710	7.8	2422
344.23953	14.5	1499
344.24178	14.1	3261
344.24237	14.1	4888
344.24316	11.2	18621
344.25334	7.4	1183
344.87534	1.1	3396
345.04200	4.8	2018
345.15624	15.1	7025
345.24564	11.2	4163
345.29617	22.5	2891
345.29790	22.8	3532
346.12493	2.2	2629
346.22210	10.8	9543
346.22225	7.3	1975
346.22244	4.8	1604
346.22276	10.5	1819
346.25847	15.2	5208
346.90903	1.1	2996
347.15886	18.8	3923
347.16057	18.5	3281
347.16904	12.6	12905
347.16946	12.8	3575
348.06921	1.3	2873
348.12850	4.0	2660
348.15519	13.1	5293
348.15530	12.5	2435
348.17305	12.6	2755
348.30894	22.2	5477
348.94066	1.1	1787
349.08862	6.7	2211
349.26979	3.6	2325
350.08605	5.2	14968
350.17085	12.6	4259
350.21635	16.5	11137
350.22809	16.1	2412
350.31525	21.9	5170
350.93286	1.1	1605
351.08869	5.2	2727
351.22049	16.5	2672
351.22609	21.5	2820
352.08524	5.2	1660
352.24665	19.5	4703
352.86579	1.1	1288
353.04568	18.7	4030
353.26422	22.2	13225
353.26517	22.0	3144
354.09940	12.4	26349
354.15441	6.3	9047
354.17567	10.8	1921
354.26623	22.2	5540
354.28257	18.7	6789
354.29921	22.2	2964
355.04029	5.7	2247
355.10132	12.4	5411
355.11258	7.4	1622
355.15689	6.3	1673
355.17168	16.5	6761
355.18645	19.5	8798
355.28180	22.1	9844
356.24109	14.6	2960
356.24185	14.2	2673
356.24212	14.2	10550
356.24285	11.9	3393
356.24308	15.1	6474
356.27590	22.8	3162
356.27810	15.2	3280
356.28461	22.1	4742
357.04975	1.7	2451
357.05960	11.5	1700
357.10288	4.1	2462
357.12047	8.3	1397
357.12798	17.6	2475
357.22847	3.3	9106
357.29742	22.5	3848
357.29748	23.5	4575
358.13108	12.2	5269
358.14819	11.6	2721
358.14854	7.0	4086
358.22198	11.0	2387
358.23238	3.3	2849
358.25644	20.2	5375
358.25711	15.5	69159
358.36557	21.0	9794
359.03717	3.0	7945
359.07327	6.3	1383
359.25991	15.5	12084
359.31303	23.0	4016
359.31357	23.3	23863
359.36714	21.0	2693
360.03266	2.4	2412
360.26181	15.5	2494
360.31643	23.3	5731
360.32176	24.9	17470
360.32186	25.0	2681
361.00719	8.4	4276
361.19944	13.9	2211
361.32567	24.9	6790
362.18007	13.8	3137
362.21024	21.3	2240
362.88604	1.1	2170
364.04199	5.4	6896
364.04216	3.0	1453
364.19488	12.8	5631
364.19528	15.7	2685
364.19540	12.6	11358
364.19719	9.5	2389
364.91822	1.1	2596
364.94922	6.3	3053
365.04318	5.4	1192
365.06247	10.0	2885
365.10490	1.3	1783
365.15589	7.8	4847
365.17427	2.8	8135
365.18986	13.3	5332
365.19778	12.6	2816
365.23071	14.3	3818
365.23090	15.0	5879
366.17581	2.8	2058
366.20274	16.1	4817
366.23751	7.1	5459
366.23771	7.0	10843
366.91008	1.1	3324
367.14976	3.8	8169
367.24296	21.2	4479
367.27962	22.8	3080
368.15395	3.8	1676
368.21710	21.2	5738
368.21724	21.0	6763
368.94151	1.1	1311
369.05706	4.0	1636
369.12105	8.9	1644
369.12838	7.9	15622
369.14995	12.6	3050
369.22229	21.0	2313
369.23775	22.2	12008
370.13015	7.9	2270
371.09485	7.8	1693
371.14592	16.5	15831
371.31133	24.5	3041
371.31241	24.3	7612
371.31343	24.0	34234
371.31374	24.1	8285
372.14977	16.5	2561
372.23797	11.0	1574
372.31620	24.0	9413
372.34510	20.5	3210
373.05491	8.3	1721
374.12664	8.9	4912
374.25188	12.4	3605
374.25207	12.8	1887
374.94115	1.1	1551
375.01997	2.2	2366
375.21108	18.7	4641
376.04212	7.4	3595
376.26840	11.9	2036
376.29536	24.9	18989
376.34006	23.3	9684
377.14494	8.8	4509
377.29886	24.9	5363
377.32275	21.9	3508
377.32337	21.8	2922
377.32425	21.8	2918
378.05849	5.4	1729
378.21101	16.1	2475
378.98298	3.9	2410
379.07493	11.6	2177
379.13614	7.7	2053
379.18594	20.2	4252
379.21044	12.7	2704
379.23560	21.3	3629
379.28089	22.4	2926
380.03864	7.6	2522
380.11477	13.8	5100
380.27767	19.6	7046
380.27776	19.5	14219
380.33466	21.5	4643
380.89624	1.1	1545
380.99725	4.8	5948
381.07853	1.3	2763
381.18481	7.8	2552
381.18582	7.5	3397
381.24766	18.6	4022
381.28163	19.5	4643
381.29514	23.3	8831
383.03687	4.9	2922
383.10840	13.8	2292
383.21730	21.2	5916
384.11440	5.3	5772
385.12441	12.8	4833
385.12473	12.6	15504
385.12500	15.1	2668
385.17292	23.0	2490
385.32804	25.0	6961
386.12795	12.6	3268
386.33945	22.5	4060
386.39705	22.5	3862
387.19992	12.1	3522
387.20118	12.2	3080
388.12363	7.7	3187
388.25331	8.5	4072
388.33922	24.0	3675
389.08564	11.0	3845
389.17587	13.2	2849
389.17870	12.4	5197
390.05792	7.9	9299
390.13775	6.9	2247
391.26195	7.5	1477
391.26255	7.4	1585
391.28005	24.4	3678
391.28037	24.2	6949
391.28099	24.1	6951
391.28106	24.3	3545
391.28136	23.9	24455
391.28253	23.9	195079
392.05499	12.4	7397
392.15582	9.7	2383
392.22534	16.7	10484
392.28490	24.0	3375
392.28571	23.9	48046
392.36207	23.0	8285
393.28856	23.9	8933
393.29455	24.0	9462
393.36395	23.0	3237
394.16873	7.2	2363
394.29498	24.0	4033
394.34986	21.8	5644
394.37503	19.7	3249
395.25429	22.4	2956
395.27428	22.1	4763
396.08656	12.2	2451
396.21163	15.5	4312
396.99298	3.0	1980
397.18054	16.7	3386
397.26915	23.3	10655
397.32914	25.7	23895
398.22451	19.0	2865
398.33246	25.7	5218
398.90769	1.1	1915
399.14066	16.0	3727
399.17611	19.8	3234
399.32182	23.9	3654
399.35505	21.3	3673
400.16476	21.3	3914
400.26785	12.4	5619
400.37620	21.3	8766
400.37699	21.4	3115
401.17880	8.2	1669
401.33880	24.9	7675
401.37953	21.4	2485
401.99703	5.4	1665
402.13877	6.3	1240
402.15957	3.1	1586
402.28313	13.5	5981
402.28315	15.4	6295
405.10355	3.8	2443
405.26167	17.2	2174
406.11333	11.0	1608
406.20530	12.0	1876
406.20555	13.2	3769
407.18972	12.4	9032
407.22080	8.8	1728
408.13189	11.4	2453
408.36418	22.6	2537
408.36507	22.2	3503
408.36855	22.4	2660
409.05229	7.7	3124
409.10173	16.5	3383
409.18292	8.5	5491
409.26890	24.0	18212
410.27236	24.0	4000
411.08826	7.4	2250
411.19680	14.8	2531
411.24839	22.1	5938
411.42858	24.9	2624
412.08276	8.9	2524
413.12352	4.6	2256
413.15516	16.7	10605
413.26321	24.1	3430
413.26398	23.8	41202
413.26438	24.1	4519
413.35865	24.6	4953
414.15957	16.7	3140
414.19781	19.0	3302
414.26727	23.9	11124
414.31909	22.1	4104
414.42868	23.5	3926
414.99306	4.4	2260
416.15340	6.9	1660
416.21151	8.3	1747
416.31310	17.9	5052
416.35088	13.5	7900
416.91416	1.1	2337
417.19708	1.5	2367
417.20998	14.3	3474
417.33299	23.9	4414
417.35571	13.5	2181
419.05975	6.9	2881
419.31264	25.7	12439
419.31665	25.8	4504
420.18533	11.7	2240
420.31445	25.3	3496
420.31460	25.4	3721
420.31539	25.6	4758
420.31631	25.5	4918
420.32888	21.7	4208
422.77584	1.2	1327
423.07987	12.6	2965
423.15997	8.4	1964
424.21580	12.4	9291
424.26132	21.8	3437
424.30418	17.6	7677
424.36027	21.5	6274
424.36059	21.4	4133
424.36096	21.3	3253
426.19183	14.6	2654
426.31915	19.4	8977
427.06477	20.0	4491
427.13398	13.2	3220
427.16987	11.5	1522
427.37414	24.1	3068
427.37469	24.3	9080
427.38704	22.3	6650
428.11447	7.4	7908
428.11588	7.5	1621
428.42606	23.0	2911
429.11640	7.4	1324
429.23332	24.3	3233
429.23413	24.2	4009
429.23652	24.0	7936
429.23653	24.2	5060
429.23798	23.9	88132
430.01183	12.4	4308
430.24116	23.9	33566
430.24182	24.0	3364
431.23901	23.8	7860
431.24130	17.3	18146
431.38048	21.0	2733
431.38253	21.2	3257
432.01750	7.4	2333
432.24557	17.3	5890
432.27978	9.2	3716
432.30926	17.7	7249
432.34632	13.6	4826
433.23648	11.0	4837
433.25588	18.0	2540
434.04215	12.2	1751
434.14348	3.6	2127
435.03384	6.9	12239
435.22042	14.3	7245
435.28381	25.7	10758
436.03712	6.9	2304
436.28619	25.7	3501
436.97451	4.4	1582
438.23350	11.0	2563
438.37595	21.9	9033
439.46026	24.9	7084
441.29240	25.5	2929
441.29411	25.5	3603
441.29572	25.3	2811
441.29619	25.3	2936
441.39171	25.8	5132
442.87791	1.1	4469
443.16558	15.4	2745
444.30800	12.8	2700
444.40197	24.0	4372
445.08268	14.8	4056
445.14459	12.4	10829
445.16873	16.3	6293
446.16347	11.7	2375
447.22020	13.1	2328
447.23410	14.6	3064
447.34390	21.7	5138
447.34454	22.2	21285
447.34569	21.8	3711
448.30380	17.8	34567
448.34839	22.2	8044
449.04369	7.4	5842
449.25152	17.3	10926
449.30678	17.8	9865
450.04904	7.4	1330
451.42268	24.9	7758
452.18965	12.3	3839
452.18988	11.6	3485
452.24806	14.3	3124
452.38777	22.6	3669
452.39247	22.4	2926
452.39294	22.2	5282
452.94597	7.4	1892
452.94919	4.4	5112
453.20910	9.1	4014
453.95244	4.4	1062
454.20588	12.3	24901
454.20589	12.8	18815
455.20926	12.3	5074
455.20984	12.8	4938
455.40570	24.1	4488
457.01481	6.9	3553
457.26717	25.1	3800
457.26843	25.5	7689
457.26854	25.3	6631
457.26914	25.2	6262
458.20035	12.4	17246
458.20076	12.5	3809
458.85568	1.1	3591
459.20352	12.4	4028
460.88896	1.1	1947
462.19596	15.9	7646
462.19671	16.3	4878
463.32914	21.3	2270
464.18985	12.9	19218
464.18990	12.2	8788
464.37022	23.8	17882
464.48950	21.5	3653
465.19328	12.9	6091
465.19419	13.0	4199
465.24576	14.6	2682
465.37304	23.9	3096
465.37384	23.8	9023
465.39292	21.2	3105
466.19399	16.6	1839
467.25927	17.3	3250
468.21943	12.6	4207
468.29264	20.5	26356
468.38560	21.6	4239
468.38622	21.4	6404
468.38781	21.3	3994
469.29610	20.5	6555
469.32578	22.3	6128
469.32631	22.2	7823
469.97302	7.4	4072
470.28454	17.8	5179
472.21610	13.3	8450
472.43204	24.0	9040
472.99009	6.9	14649
473.17615	14.3	6983
473.21764	13.3	2681
473.24760	20.5	10749
473.39351	25.3	3933
473.39551	25.2	6870
473.39853	25.3	3141
473.45484	22.2	10278
473.99170	6.9	2632
474.25137	20.5	2975
474.45020	22.0	5062
474.45513	22.2	3796
474.83058	1.1	1426
474.98715	6.9	2367
475.24636	13.5	5072
476.30586	9.7	3260
476.31859	21.0	11682
476.86741	1.1	2446
477.31957	21.0	3561
479.12882	12.4	5883
480.27839	16.5	2555
481.27760	21.0	4131
482.27277	16.5	4595
482.40123	21.9	10336
483.12425	16.3	4948
483.12504	15.9	3310
484.28835	18.3	2760
484.28892	17.0	90058
484.28896	17.3	87013
485.29198	17.0	25694
485.29248	17.3	31096
485.29891	21.7	3233
485.30030	22.2	11279
486.25837	17.8	6799
486.29340	17.3	5484
486.29815	17.0	5787
486.30395	22.3	4525
488.39062	25.9	27536
488.39118	25.4	13157
489.22150	20.5	9993
489.24342	17.0	9239
489.24391	17.3	11228
489.39356	25.9	7571
489.39463	25.4	6170
489.39521	25.5	3033
490.24778	17.3	5881
490.41829	25.5	3700
490.41953	25.0	3699
490.42206	25.2	11296
490.42215	25.4	8422
490.90235	7.4	5328
491.42480	25.2	3816
491.42553	25.4	3813
491.42588	25.4	4133
491.42613	25.3	3130
492.16140	12.8	5149
492.16213	12.3	7073
492.39891	24.0	3817
492.40122	23.9	9192
492.40162	24.0	6996
492.40172	23.9	47989
492.43778	23.4	6909
492.43870	23.5	4639
492.89984	7.4	1843
493.14492	13.3	3958
493.34592	25.4	5619
493.34594	25.9	6774
493.40490	23.9	13459
494.40630	23.9	3304
496.41640	22.4	4266
496.41771	22.2	4125
497.23431	9.7	3686
497.23622	12.8	20765
497.24826	21.0	12760
498.23930	12.8	6392
498.26609	14.4	2481
498.26645	15.4	3781
498.26743	14.5	8197
498.44774	25.6	8081
500.24587	15.5	2774
500.28307	14.6	25679
500.28321	14.3	10036
500.28375	10.8	1675
501.28570	14.6	6609
501.28646	14.3	3084
502.14507	12.9	4377
503.33099	21.8	2922
504.20643	11.8	3831
504.20653	11.5	17500
505.08988	2.2	3259
505.20366	12.6	6136
505.21029	11.5	3718
505.21769	17.0	18048
505.21781	17.3	27403
505.23765	14.6	2853
506.22061	17.0	5275
506.22208	17.3	8176
507.21731	17.3	3804
509.31967	25.9	18224
509.31990	25.4	8643
510.32299	25.9	6874
510.32442	25.4	3042
512.41234	21.6	3536
512.41266	21.4	3976
513.29582	16.7	4718
513.36692	23.4	5182
513.36706	23.5	2613
514.26136	10.4	4060
514.26214	12.8	22163
514.26309	11.4	6273
514.26429	10.3	3513
514.33418	18.5	13610
515.26608	12.8	5780
515.33761	18.5	4274
516.42117	23.3	5314
516.42301	23.1	30088
517.42660	23.2	6999
519.19617	14.6	2465
520.33225	10.2	3063
520.34439	20.4	8957
520.43011	25.5	5417
520.43151	25.4	3052
520.43205	25.2	4646
520.43214	25.3	4242
521.21195	14.6	8217
521.37799	23.1	5864
525.13639	11.5	6875
525.29911	20.4	5892
526.24533	14.3	2864
526.30832	22.0	4066
526.34698	23.9	4717
526.42789	21.8	9443
526.85125	2.8	2229
527.19964	17.3	2736
528.29862	11.9	1355
528.31287	17.9	3509
528.31404	14.8	3421
529.22772	7.1	10787
530.29390	15.2	8264
530.32856	18.0	4010
535.19179	12.8	13713
536.19478	12.8	3275
537.35199	23.2	15530
538.35590	23.2	6203
540.44293	22.3	3264
540.44327	22.2	4935
540.89107	5.3	1270
541.26074	14.3	3294
541.26247	15.0	24889
541.27478	20.4	12643
542.26564	15.0	7967
542.27682	20.4	4280
543.16257	12.6	3280
543.17109	17.3	3637
543.26839	15.0	2636
543.27581	13.9	2924
543.27756	14.8	13338
544.28193	14.8	3772
544.30672	14.5	3549
544.45016	22.1	3735
544.45265	21.9	8437
545.45604	21.9	3321
545.45726	22.0	2925
547.39673	25.8	3603
548.32174	21.6	7335
548.46376	22.3	7862
548.82349	21.6	3538
549.46882	22.2	3309
551.21012	7.0	6883
551.21084	7.1	8880
551.25819	18.0	5409
553.29116	17.0	6997
554.06786	7.4	1493
555.30601	17.8	8313
556.30900	17.8	2998
556.43783	21.4	4763
556.43856	21.3	3642
558.23482	4.4	1172
558.28847	14.3	35992
558.28902	15.0	12696
559.29237	15.0	3734
559.29240	14.3	8447
560.30445	14.0	19420
560.30473	13.9	7538
560.30478	15.0	31981
560.30493	14.1	5022
560.30509	14.1	5761
561.30723	15.0	9604
561.30726	14.1	6291
563.24341	15.0	4283
564.29723	17.7	2903
564.29973	18.0	3075
564.35791	10.6	1760
565.38042	22.0	4055
565.38368	22.0	4756
565.38420	22.1	3048
567.18443	7.1	46356
568.18610	7.0	9250
568.18693	7.1	11687
570.30593	14.3	4860
570.45347	21.9	6416
572.48344	25.9	4338
572.48456	25.4	5317
574.42672	24.1	12672
575.42922	24.1	5066
579.21731	14.3	10582
579.21775	15.0	9767
579.28749	19.5	4128
579.38106	24.1	4269
580.22097	14.3	2716
581.23276	15.0	9235
581.23282	14.1	7147
581.23325	13.9	2959
582.23717	15.0	3481
595.34519	17.8	2707
595.34625	13.6	3106
595.35534	24.1	6320
597.36206	18.3	5922
600.46491	21.4	3065
600.46625	21.3	3414
600.51558	23.2	6702
602.29714	13.4	6979
603.30085	13.4	2762
605.13868	7.1	11595
608.32267	17.3	3534
614.47925	21.9	5332
614.47960	21.8	4814
619.35305	22.2	6151
628.19051	22.4	4843
629.25313	17.3	4883
632.39819	18.1	2614
633.15313	7.4	1468
641.36519	21.8	8642
641.86630	21.8	7245
651.55952	24.6	4709
654.08399	7.4	1765
658.50453	21.8	3673
658.50757	21.9	2850
658.52002	25.4	4453
658.52358	25.5	3344
662.40805	21.4	13696
663.40807	21.4	5792
663.44569	22.7	4488
663.44764	22.6	3808
663.44788	22.6	3819
663.44838	22.6	5938
665.57735	22.0	10740
666.57881	22.0	3504
666.58038	22.1	4751
667.35846	21.4	3607
672.17354	1.3	1552
675.01361	7.4	1298
675.67102	24.9	12078
676.67373	24.9	6477
683.33535	21.4	7723
684.33791	21.4	4075
686.54722	24.7	3709
686.54791	24.5	3513
686.55003	24.8	3088
706.43344	20.9	9839
707.43540	20.9	3359
708.52821	24.5	3218
710.20073	21.7	7733
711.38881	20.9	3660
712.39540	22.4	6876
712.89780	22.4	3195
716.87361	7.4	1252
727.36144	20.9	9663
728.36681	20.9	3504
734.40956	22.0	7394
734.91107	22.0	5763
760.51261	24.3	7291
781.44178	24.3	4414
794.41195	18.5	2425
794.55452	25.3	2982
794.55587	25.1	33482
795.55967	25.2	18093
796.56289	25.1	3853
796.56559	25.2	3841
798.58118	23.8	4914
799.51037	25.2	6378
803.53675	23.9	13417
804.53843	23.8	8974
815.33928	18.5	4107
815.48553	25.2	4807
819.51009	23.8	14538
820.51309	23.8	7797
821.51405	23.9	3596
827.45417	22.1	5566
827.95431	22.1	4789
828.45434	22.1	3226
848.49231	21.7	5866
849.49485	21.7	3161
869.41997	21.7	3981
892.51932	21.3	7827
893.52356	21.3	2942
913.44848	21.3	3667
914.45617	21.3	2875
